time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-14T01:33:26.930Z,-3.6711,100.7385,34.86,4.3,mb,,194,2.315,0.73,us,us20005ai7,2016-03-22T00:47:21.168Z,"170km W of Bengkulu, Indonesia",earthquake,12.3,8,0.154,12,reviewed,us,us
2016-03-14T01:32:37.930Z,36.4698,-98.7363,6.41,3.4,mb_lg,,21,0.009,0.41,us,us10004x9v,2016-03-14T02:43:58.087Z,"32km NW of Fairview, Oklahoma",earthquake,2.7,2.4,0.055,86,reviewed,us,us
2016-03-14T01:13:29.290Z,51.2074,-173.8528,10,3.8,mb,,212,1.018,0.65,us,us20005b56,2016-03-22T22:16:44.045Z,"112km SSE of Atka, Alaska",earthquake,3.8,1.9,0.111,21,reviewed,us,us
2016-03-14T01:09:45.620Z,-32.6096,-71.6967,30.64,3.9,mb,,147,0.34,0.95,us,us10004x9u,2016-03-18T03:23:12.567Z,"47km NNW of Vina del Mar, Chile",earthquake,3.9,4,0.256,4,reviewed,us,us
2016-03-14T01:09:03.010Z,19.0722,147.4474,10,4.2,mb,,162,4.126,0.63,us,us20005ai8,2016-03-18T03:20:54.268Z,"190km E of Agrihan, Northern Mariana Islands",earthquake,9.4,2,0.159,11,reviewed,us,us
2016-03-14T01:02:38.730Z,-19.9543,-68.9137,113.67,3.8,mb,,60,0.292,0.9,us,us10004x9s,2016-03-17T23:18:15.580Z,"131km ENE of Iquique, Chile",earthquake,2.9,5.1,0.255,4,reviewed,us,us
2016-03-14T01:01:10.230Z,34.2095,-117.5653333,8.48,2.62,ml,121,14,0.05386,0.2,ci,ci37535344,2016-03-14T19:10:51.202Z,"8km SW of Lytle Creek, California",earthquake,0.12,0.33,0.168,181,reviewed,ci,ci
2016-03-14T00:41:43.000Z,17.8967,-66.112,11,2.7,Md,6,219.6,0.06737365,0.12,pr,pr16074000,2016-03-14T08:44:22.475Z,"8km SE of Jobos, Puerto Rico",earthquake,0.7,0.4,0,3,reviewed,pr,pr
2016-03-14T00:17:52.000Z,67.9038,-157.5067,22.1,2.5,ml,,,,0.85,ak,ak12974246,2016-03-21T04:43:20.040Z,"114km NNW of Kobuk, Alaska",earthquake,3.5,4.3,,,reviewed,ak,ak
2016-03-13T23:57:40.000Z,51.571,-173.6724,2.4,2.6,ml,,,,0.54,ak,ak12974245,2016-03-21T21:54:05.190Z,"78km SSE of Atka, Alaska",earthquake,8.5,2.4,,,reviewed,ak,ak
2016-03-13T22:17:42.350Z,37.0396,-104.9762,5,2.8,ml,,114,0.462,0.42,us,us10004x9k,2016-03-14T06:20:13.282Z,"43km ESE of San Luis, Colorado",earthquake,2.5,1.9,0.085,26,reviewed,us,us
2016-03-13T21:19:12.000Z,18.9731,-65.3545,16,3.2,Md,17,234,0.72583875,0.27,pr,pr16073006,2016-03-14T05:21:39.509Z,"74km N of Culebra, Puerto Rico",earthquake,1.4,3.4,0,13,reviewed,pr,pr
2016-03-13T21:04:19.400Z,18.523,-68.4535,152,4.3,Md,21,176.4,0.06827196,0.85,pr,pr16073005,2016-03-14T05:09:10.191Z,"8km SW of Punta Cana, Dominican Republic",earthquake,8.8,3.2,0,19,reviewed,pr,pr
2016-03-13T20:57:30.000Z,51.4599,-173.9519,1.5,3.7,ml,,,,0.49,ak,ak12973588,2016-03-21T21:57:00.487Z,"83km SSE of Atka, Alaska",earthquake,1,0.5,,,reviewed,ak,ak
2016-03-13T20:29:58.000Z,52.6667,178.7858,36.4,3.1,ml,,,,0.5,ak,ak12973587,2016-03-21T21:57:55.344Z,"82km NNE of Little Sitkin Island, Alaska",earthquake,6.5,7.8,,,reviewed,ak,ak
2016-03-13T20:28:37.000Z,51.3106,-173.7722,23.5,2.5,ml,,,,0.52,ak,ak12973585,2016-03-21T21:58:15.515Z,"102km SSE of Atka, Alaska",earthquake,6.1,8.5,,,reviewed,ak,ak
2016-03-13T20:22:03.000Z,52.2206,-173.4036,106.5,2.6,ml,,,,0.34,ak,ak12973583,2016-03-21T21:54:02.120Z,"54km E of Atka, Alaska",earthquake,4.1,0.5,,,reviewed,ak,ak
2016-03-13T18:52:05.150Z,12.2147,144.5168,36.18,4.5,mb,,153,1.408,0.32,us,us10004x89,2016-03-14T02:54:35.376Z,"117km S of Merizo Village, Guam",earthquake,13.2,9.2,0.113,23,reviewed,us,us
2016-03-13T18:42:53.390Z,53.9636,158.6398,159.45,4.7,mb,,91,0.942,0.77,us,us10004x88,2016-03-14T02:45:24.447Z,"88km N of Yelizovo, Russia",earthquake,9.7,5.4,0.051,118,reviewed,us,us
2016-03-13T18:38:59.000Z,54.3788,-161.741,26.1,2.9,ml,,,,0.46,ak,ak12973361,2016-03-21T21:53:59.004Z,"109km SE of Cold Bay, Alaska",earthquake,0.6,3.9,,,reviewed,ak,ak
2016-03-13T18:25:06.000Z,52.9103,-169.5131,6,3.1,ml,,,,0.59,ak,ak12973152,2016-03-21T21:53:58.021Z,"43km W of Nikolski, Alaska",earthquake,0.7,0.3,,,reviewed,ak,ak
2016-03-13T16:52:12.000Z,52.444,-170.1207,94.5,3.2,ml,,,,0.51,ak,ak13035613,2016-03-21T21:56:32.723Z,"44km ESE of Yunaska Island, Alaska",earthquake,5.4,0.6,,,reviewed,ak,ak
2016-03-13T15:41:21.700Z,18.2,-67.6737,7,3.1,Md,15,183.6,0.2587148,0.28,pr,pr16073007,2016-03-13T23:43:54.984Z,"47km WSW of Rincon, Puerto Rico",earthquake,0.8,1,0,15,reviewed,pr,pr
2016-03-13T15:20:16.510Z,1.0846,126.2722,9.28,5.3,mb,,34,1.137,0.6,us,us10004x7j,2016-03-13T23:22:46.283Z,"126km WNW of Kota Ternate, Indonesia",earthquake,7.6,3.5,0.042,189,reviewed,us,us
2016-03-13T14:53:01.200Z,18.4687,-68.4835,81,3.2,Md,17,162,0.1060012,1.03,pr,pr16073004,2016-03-13T22:55:35.874Z,"15km SSW of Punta Cana, Dominican Republic",earthquake,7.8,4.5,0,13,reviewed,pr,pr
2016-03-13T14:34:32.000Z,52.7877,-163.3312,4.1,2.8,ml,,,,0.31,ak,ak13035598,2016-03-21T21:58:39.215Z,"220km SE of Akutan, Alaska",earthquake,3.1,1.3,,,reviewed,ak,ak
2016-03-13T14:18:46.030Z,51.6239,-173.8284,10,4.6,mb,,142,1.462,0.71,us,us10004x7d,2016-03-21T21:52:40.967Z,"68km SSE of Atka, Alaska",earthquake,8.9,1.9,0.04,181,reviewed,us,us
2016-03-13T13:49:08.000Z,51.4287,-173.8197,2.5,2.5,ml,,,,0.6,ak,ak12972500,2016-03-21T21:53:55.526Z,"89km SSE of Atka, Alaska",earthquake,9.5,2.7,,,reviewed,ak,ak
2016-03-13T13:17:48.980Z,3.5334,-74.4542,50.6,4.5,mb,,99,1.309,1.2,us,us10004x75,2016-03-13T21:20:31.894Z,"42km ENE of Colombia, Colombia",earthquake,6.6,7.9,0.091,35,reviewed,us,us
2016-03-13T12:43:49.000Z,57.12,-149.8037,6.9,3,ml,,,,0.7,ak,ak12972476,2016-03-21T21:54:53.662Z,"173km ESE of Kodiak, Alaska",earthquake,1.3,0.7,,,reviewed,ak,ak
2016-03-13T12:27:35.000Z,51.2257,-174.0337,11.3,3.6,ml,,,,0.31,ak,ak12972465,2016-03-21T21:53:53.080Z,"108km S of Atka, Alaska",earthquake,0.9,1,,,reviewed,ak,ak
2016-03-13T12:27:06.000Z,61.1074,-151.5256,80.9,3.5,ml,,,,0.79,ak,ak12972266,2016-03-21T21:54:32.842Z,"48km NNW of Nikiski, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-03-13T12:00:24.700Z,36.4253,-97.7128,1.89,2.8,mb_lg,,33,0.232,0.35,us,us10004x6u,2016-03-13T15:46:41.060Z,"15km ENE of Enid, Oklahoma",earthquake,1.3,7.7,0.065,61,reviewed,us,us
2016-03-13T10:30:11.660Z,26.2344,92.2033,58.03,4.3,mb,,93,0.734,0.79,us,us10004x9h,2016-03-14T05:48:22.973Z,"21km SW of Marigaon, India",earthquake,8.1,9,0.099,29,reviewed,us,us
2016-03-13T09:36:32.200Z,18.4001,-67.3917,19,2.5,Md,15,172.8,0.08354332,0.12,pr,pr16073003,2016-03-13T17:39:04.911Z,"16km WNW of Rincon, Puerto Rico",earthquake,0.5,0.4,0,14,reviewed,pr,pr
2016-03-13T08:34:05.940Z,36.2753,-97.5202,5,2.5,mb_lg,,51,0.201,0.27,us,us10004x6b,2016-03-13T16:36:36.036Z,"20km W of Perry, Oklahoma",earthquake,0.8,2,0.085,36,reviewed,us,us
2016-03-13T07:40:18.810Z,36.1112,-97.8739,5.59,2.5,mb_lg,,78,0.146,0.37,us,us10004x62,2016-03-13T15:47:07.118Z,"2km E of Hennessey, Oklahoma",earthquake,0.6,6.9,0.088,34,reviewed,us,us
2016-03-13T07:21:18.000Z,51.4196,-173.9877,18,3.1,ml,,,,0.35,ak,ak12971617,2016-03-21T21:53:48.483Z,"87km S of Atka, Alaska",earthquake,0.8,0.8,,,reviewed,ak,ak
2016-03-13T06:36:34.200Z,18.0382,-68.7304,139,3.4,Md,7,230.4,0.57761673,0.2,pr,pr16073002,2016-03-13T14:39:04.221Z,"39km SSW of Boca de Yuma, Dominican Republic",earthquake,9.1,3.9,0,4,reviewed,pr,pr
2016-03-13T06:13:37.400Z,36.2836,-97.5173,5,2.5,mb_lg,,51,0.208,0.4,us,us10004x5q,2016-03-13T06:37:32.792Z,"20km W of Perry, Oklahoma",earthquake,1.1,2,0.104,24,reviewed,us,us
2016-03-13T06:02:46.900Z,18.6483,-64.9394,21,2.8,Md,4,244.8,0.29554573,0.05,pr,pr16073001,2016-03-13T14:05:25.655Z,"33km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.1,5.3,0,4,reviewed,pr,pr
2016-03-13T05:51:20.130Z,14.4945,123.1124,46.94,4.7,mb,,106,9.015,0.74,us,us10004x5n,2016-03-13T13:53:57.032Z,"37km NE of Sabang Indan, Philippines",earthquake,6.5,7.4,0.085,42,reviewed,us,us
2016-03-13T05:50:09.670Z,-23.9141,-179.9363,526.78,4.7,mb,,108,6.419,0.86,us,us10004x5m,2016-03-13T13:52:48.794Z,"South of the Fiji Islands",earthquake,12.1,5,0.097,32,reviewed,us,us
2016-03-13T05:20:08.300Z,18.0774,-68.297,89,3.3,Md,17,208.8,0.44017449,0.31,pr,pr16073000,2016-03-13T13:22:45.252Z,"46km SE of Boca de Yuma, Dominican Republic",earthquake,2.2,1.5,0,15,reviewed,pr,pr
2016-03-13T04:35:26.000Z,51.357,-173.957,25.8,3.3,ml,,,,0.36,ak,ak12971083,2016-03-21T21:53:45.475Z,"94km S of Atka, Alaska",earthquake,0.9,2,,,reviewed,ak,ak
2016-03-13T04:19:25.670Z,51.5496,-173.9207,10,5.4,mb,,129,1.435,1.18,us,us10004x57,2016-03-21T21:54:45.210Z,"74km SSE of Atka, Alaska",earthquake,7.9,1.9,0.026,580,reviewed,us,us
2016-03-13T04:18:14.000Z,51.5219,-175.133,12.7,2.8,ml,,,,0.79,ak,ak12971065,2016-03-21T21:53:44.804Z,"98km SW of Atka, Alaska",earthquake,1,0.5,,,reviewed,ak,ak
2016-03-13T03:55:17.490Z,51.2693,-174.0578,10,4.1,mb,,189,1.495,1.08,us,us10004x51,2016-03-21T21:53:43.915Z,"103km S of Atka, Alaska",earthquake,10.1,2,0.082,41,reviewed,us,us
2016-03-13T03:43:47.420Z,36.5906,-97.7626,3.19,3.2,mb_lg,,40,0.197,0.35,us,us10004x4x,2016-03-13T09:08:04.436Z,"23km NNE of Enid, Oklahoma",earthquake,0.9,6.5,0.054,89,reviewed,us,us
2016-03-13T03:35:53.950Z,44.6053333,-114.1231667,9.66,2.63,ml,24,51,0.291,0.17,mb,mb80129159,2016-03-13T15:28:11.891Z,"14km NE of Challis, Idaho",earthquake,0.48,0.75,0.158,21,reviewed,mb,mb
2016-03-13T03:20:03.430Z,51.6732,-174.1524,10,5,mb,,139,1.255,1.17,us,us10004x4s,2016-03-21T21:54:47.484Z,"58km S of Atka, Alaska",earthquake,8.2,1.9,0.029,379,reviewed,us,us
2016-03-13T02:28:47.350Z,51.4578,-174.0517,10,4.6,mb,,190,1.401,0.81,us,us10004x4k,2016-03-21T21:52:33.397Z,"82km S of Atka, Alaska",earthquake,5.1,1.9,0.044,153,reviewed,us,us
2016-03-13T02:12:42.000Z,51.3639,-174.0961,18.3,3,ml,,,,0.44,ak,ak12970699,2016-03-21T21:53:42.286Z,"92km S of Atka, Alaska",earthquake,1,1,,,reviewed,ak,ak
2016-03-13T01:38:42.000Z,51.3773,-174.003,18.4,2.9,ml,,,,0.35,ak,ak12970654,2016-03-21T21:53:40.897Z,"92km S of Atka, Alaska",earthquake,1.7,0.7,,,reviewed,ak,ak
2016-03-13T01:33:36.000Z,51.3532,-173.6939,25.5,3.1,ml,,,,0.58,ak,ak12970652,2016-03-21T21:53:39.698Z,"100km SSE of Atka, Alaska",earthquake,0.8,1.1,,,reviewed,ak,ak
2016-03-13T01:26:54.620Z,19.4291667,-155.6266667,3.342,2.63,ml,34,146,0.0263,0.12,hv,hv61201931,2016-03-14T17:39:24.264Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.43,0.58,0.1,17,reviewed,hv,hv
2016-03-13T00:43:30.000Z,51.4242,-173.8986,23.7,3.5,ml,,,,0.47,ak,ak12970525,2016-03-21T21:53:37.913Z,"88km SSE of Atka, Alaska",earthquake,0.8,1.1,,,reviewed,ak,ak
2016-03-12T23:56:56.000Z,51.3866,-174.132,10,2.6,ml,,,,0.31,ak,ak12988565,2016-03-17T00:33:52.293Z,"90km S of Atka, Alaska",earthquake,6.6,5.5,,,reviewed,ak,ak
2016-03-12T23:56:05.000Z,51.2925,-174.0141,13,3.4,ml,,,,0.48,ak,ak12988564,2016-03-17T00:28:52.178Z,"101km S of Atka, Alaska",earthquake,7.1,6.6,,,reviewed,ak,ak
2016-03-12T23:53:44.000Z,57.7782,-156.5276,142.6,3.4,ml,,,,0.7,ak,ak12970351,2016-03-17T00:26:24.003Z,"101km S of King Salmon, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-03-12T22:42:32.000Z,51.3686,-173.7896,17.5,3.3,ml,,,,0.5,ak,ak12988555,2016-03-17T00:29:33.018Z,"96km SSE of Atka, Alaska",earthquake,1.8,2.3,,,reviewed,ak,ak
2016-03-12T22:32:18.370Z,38.7883333,-122.7828333,2.35,2.85,md,62,42,0.006261,0.06,nc,nc72605935,2016-03-15T19:00:05.550Z,"2km WNW of The Geysers, California",earthquake,0.13,0.21,0.308,50,reviewed,nc,nc
2016-03-12T22:30:53.000Z,51.3907,-173.9308,8,3.1,ml,,,,0.33,ak,ak12970168,2016-03-17T00:30:14.383Z,"91km SSE of Atka, Alaska",earthquake,9.9,8.8,,,reviewed,ak,ak
2016-03-12T21:57:55.000Z,60.2631,-152.3156,99.2,4.8,ml,,,,0.75,ak,ak12970112,2016-03-17T00:36:44.448Z,"35km SE of Redoubt Volcano, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-03-12T21:29:20.000Z,51.3969,-173.9887,25.7,4,ml,,,,0.54,ak,ak12970003,2016-03-17T00:27:29.194Z,"90km S of Atka, Alaska",earthquake,1.4,1.8,,,reviewed,ak,ak
2016-03-12T21:16:27.010Z,35.9278333,-117.9493333,3.71,2.72,ml,27,58,0.09236,0.14,ci,ci37535048,2016-03-14T18:31:25.606Z,"4km WSW of Little Lake, California",earthquake,0.2,0.49,0.235,25,reviewed,ci,ci
2016-03-12T21:16:09.830Z,35.9296667,-117.949,4.19,2.77,ml,31,44,0.09127,0.11,ci,ci37535040,2016-03-14T18:24:39.230Z,"4km WSW of Little Lake, California",earthquake,0.13,0.39,0.23,65,reviewed,ci,ci
2016-03-12T20:25:40.000Z,51.4075,-174.0688,16.6,2.5,ml,,,,0.5,ak,ak12969869,2016-03-17T00:35:14.635Z,"88km S of Atka, Alaska",earthquake,1.6,1.4,,,reviewed,ak,ak
2016-03-12T19:59:07.000Z,51.4479,-173.9628,8.6,3.7,ml,,,,0.33,ak,ak12969839,2016-03-17T00:27:49.506Z,"84km S of Atka, Alaska",earthquake,1.1,1,,,reviewed,ak,ak
2016-03-12T19:50:21.000Z,51.4312,-173.9594,15.3,3.1,ml,,,,0.34,ak,ak12988528,2016-03-17T00:31:42.472Z,"86km S of Atka, Alaska",earthquake,6.2,6.9,,,reviewed,ak,ak
2016-03-12T19:43:45.000Z,51.2175,-173.9817,14.7,2.5,ml,,,,0.36,ak,ak12988526,2016-03-17T00:35:34.511Z,"109km S of Atka, Alaska",earthquake,9.4,10.2,,,reviewed,ak,ak
2016-03-12T19:16:52.000Z,51.4917,-173.9898,12.3,2.5,ml,,,,0.35,ak,ak12988524,2016-03-17T00:34:54.201Z,"79km S of Atka, Alaska",earthquake,11.8,10.2,,,reviewed,ak,ak
2016-03-12T19:10:56.920Z,34.5161667,-119.0783333,16.34,2.82,ml,58,51,0.09294,0.29,ci,ci37535008,2016-03-14T18:14:24.472Z,"17km ENE of Ojai, California",earthquake,0.26,0.78,0.197,101,reviewed,ci,ci
2016-03-12T19:01:42.000Z,51.3192,-173.813,15,3.3,ml,,,,0.6,ak,ak12969720,2016-03-17T00:29:12.519Z,"101km SSE of Atka, Alaska",earthquake,2.3,2.4,,,reviewed,ak,ak
2016-03-12T18:15:26.000Z,51.4641,-174.0552,3.2,3.2,ml,,,,0.28,ak,ak12969599,2016-03-17T00:31:21.331Z,"82km S of Atka, Alaska",earthquake,5.5,1.8,,,reviewed,ak,ak
2016-03-12T18:06:45.420Z,51.5614,-174.0269,19,6.3,mww,,33,1.37,1.42,us,us10004x1w,2016-03-17T00:25:18.421Z,"71km S of Atka, Alaska",earthquake,5.9,1.7,,,reviewed,us,us
2016-03-12T18:01:04.920Z,51.941,-174.1337,40.07,4.6,mb,,183,1.2,1.15,us,us10004x1u,2016-03-17T00:24:03.773Z,"28km S of Atka, Alaska",earthquake,8.5,8,0.042,170,reviewed,us,us
2016-03-12T16:58:51.000Z,52.3979,-169.592,38.1,2.7,ml,,,,0.45,ak,ak12988511,2016-03-17T00:33:08.907Z,"77km SW of Nikolski, Alaska",earthquake,1.5,1,,,reviewed,ak,ak
2016-03-12T16:23:18.000Z,51.3754,-174.0408,13.6,2.7,ml,,,,0.53,ak,ak12969354,2016-03-17T00:32:26.213Z,"91km S of Atka, Alaska",earthquake,4.1,4.3,,,reviewed,ak,ak
2016-03-12T16:15:12.180Z,26.7815,89.1091,14.87,3.9,mb,,177,2.748,1.48,us,us10004x93,2016-03-13T21:25:48.883Z,"9km NNW of Birpara, India",earthquake,10.3,7,0.17,9,reviewed,us,us
2016-03-12T16:05:14.140Z,-30.2439,-71.7062,30.17,5.2,mb,,137,0.432,1.15,us,us10004x18,2016-03-12T18:10:32.040Z,"47km SW of Coquimbo, Chile",earthquake,4.6,4.8,0.09,41,reviewed,us,us
2016-03-12T15:47:37.000Z,63.253,-150.5699,128.4,3.3,ml,,,,0.53,ak,ak12969331,2016-03-17T00:30:59.375Z,"82km W of Cantwell, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-03-12T15:17:11.850Z,35.6249,-3.6007,10,5.2,mb,,91,2.271,0.76,us,us10004x0y,2016-03-13T15:50:29.973Z,"51km NE of Al Hoceima, Morocco",earthquake,8.5,1.9,0.074,60,reviewed,us,us
2016-03-12T15:04:04.850Z,35.579,-3.5544,10,5.2,mb,,98,2.324,0.93,us,us10004x0u,2016-03-15T05:10:19.632Z,"47km N of Boudinar, Morocco",earthquake,6.3,1.9,0.074,60,reviewed,us,us
2016-03-12T14:22:06.000Z,51.3719,-173.9787,23.3,2.6,ml,,,,0.3,ak,ak12969138,2016-03-17T00:33:31.138Z,"92km S of Atka, Alaska",earthquake,6.5,7.3,,,reviewed,ak,ak
2016-03-12T14:15:25.180Z,50.5992,-173.7761,25.07,4,mb,,250,2.071,1.19,us,us10004x0q,2016-03-17T00:24:22.673Z,"180km S of Atka, Alaska",earthquake,15.3,18.3,0.083,39,reviewed,us,us
2016-03-12T13:52:05.450Z,36.4787,70.1292,228.79,4.1,mb,,71,0.738,0.78,us,us10004x0k,2016-03-12T21:55:18.127Z,"26km ESE of Farkhar, Afghanistan",earthquake,5.2,9.1,0.214,6,reviewed,us,us
2016-03-12T13:36:23.000Z,59.2042,-136.7363,3.6,2.8,ml,,,,0.57,ak,ak12969044,2016-03-17T00:30:36.582Z,"73km W of Haines, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-03-12T13:29:19.000Z,51.3673,-173.9966,25.5,2.9,ml,,,,0.17,ak,ak12969039,2016-03-17T00:32:04.158Z,"93km S of Atka, Alaska",earthquake,8.1,9,,,reviewed,ak,ak
2016-03-12T13:23:39.230Z,51.3888,-173.8826,17.98,5.4,mwb,,93,1.527,1.35,us,us10004x0f,2016-03-17T00:25:25.555Z,"92km SSE of Atka, Alaska",earthquake,6.5,2.7,0.041,56,reviewed,us,us
2016-03-12T12:43:19.000Z,50.778,179.7363,27.9,2.7,ml,,,,0.37,ak,ak12988482,2016-03-17T00:32:46.919Z,"97km WSW of Amatignak Island, Alaska",earthquake,4.6,4.3,,,reviewed,ak,ak
2016-03-12T12:40:41.580Z,35.3157,23.5123,21.2,4.7,mb,,105,1.127,1.11,us,us10004x09,2016-03-17T15:35:50.374Z,"18km WNW of Palaiochora, Greece",earthquake,4.3,4.9,0.064,75,reviewed,us,us
2016-03-12T12:40:07.000Z,51.3342,-173.8758,25.7,3.6,ml,,,,0.48,ak,ak12969012,2016-03-17T00:28:10.772Z,"98km SSE of Atka, Alaska",earthquake,1.1,2.3,,,reviewed,ak,ak
2016-03-12T11:55:51.980Z,51.4857,-174.0893,33.75,4.6,mb,,189,1.367,1.16,us,us10004wzx,2016-03-17T00:24:19.750Z,"79km S of Atka, Alaska",earthquake,9.4,6.7,0.045,143,reviewed,us,us
2016-03-12T11:55:48.180Z,19.0095,-156.215,36.512,2.96,md,28,283,0.4131,0.1,hv,hv61201366,2016-03-12T19:58:31.540Z,"47km W of Hawaiian Ocean View, Hawaii",earthquake,1.17,2.18,0.053,12,reviewed,hv,hv
2016-03-12T11:41:31.000Z,54.1456,-164.1302,31.7,2.5,ml,,,,0.39,ak,ak12968923,2016-03-17T00:34:12.997Z,"91km SSW of False Pass, Alaska",earthquake,1.1,1.8,,,reviewed,ak,ak
2016-03-12T09:20:45.000Z,52.2419,-174.3837,209.1,2.5,ml,,,,0.25,ak,ak12988463,2016-03-17T00:34:33.454Z,"13km WNW of Atka, Alaska",earthquake,10.2,0.6,,,reviewed,ak,ak
2016-03-12T08:42:40.300Z,34.5216667,-119.0748333,19.3,4.13,mw,85,40,0.09913,0.32,ci,ci37534768,2016-03-18T19:36:06.719Z,"17km ENE of Ojai, California",earthquake,0.24,0.43,,4,reviewed,ci,ci
2016-03-12T07:44:54.000Z,52.8302,-167.2876,25.5,2.5,ml,,,,0.55,ak,ak12968630,2016-03-17T00:35:54.864Z,"107km E of Nikolski, Alaska",earthquake,1.3,2.5,,,reviewed,ak,ak
2016-03-12T07:27:32.870Z,34.521,-119.075,19.02,3.31,ml,84,40,0.09849,0.32,ci,ci37534736,2016-03-19T13:49:42.376Z,"17km ENE of Ojai, California",earthquake,0.23,0.48,0.15,193,reviewed,ci,ci
2016-03-12T05:36:12.660Z,20.4388333,-155.805,33.375,2.79,md,15,180,0.2683,0.13,hv,hv61201031,2016-03-14T18:50:04.669Z,"22km N of Kapaau, Hawaii",earthquake,0.95,1.7,0.04,4,reviewed,hv,hv
2016-03-12T04:26:28.000Z,59.765,-152.9835,110.4,2.5,ml,,,,0.51,ak,ak12968480,2016-03-17T00:24:28.444Z,"64km W of Anchor Point, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-03-12T04:25:58.740Z,-7.8731,125.7848,10,5,mb,,55,3.591,1.02,us,us10004wyc,2016-03-12T12:28:30.795Z,"79km NNE of Dili, East Timor",earthquake,4.4,1.9,0.077,57,reviewed,us,us
2016-03-12T04:00:27.300Z,18.1737,120.277,10,5.6,mwp,,46,4.681,0.85,us,us10004wy7,2016-03-13T03:56:41.000Z,"24km WNW of Callaguip, Philippines",earthquake,7.8,1.8,,,reviewed,us,us
2016-03-12T03:38:20.330Z,-7.817,125.8231,10,4.5,mb,,83,3.641,0.51,us,us10004wy4,2016-03-12T11:40:54.144Z,"86km NNE of Dili, East Timor",earthquake,5.5,1.9,0.135,16,reviewed,us,us
2016-03-12T03:14:11.570Z,34.9572,111.2483,10,4.8,mb,,70,13.272,0.69,us,us10004wxy,2016-03-12T04:40:44.758Z,"13km NNE of Shengrenjian, China",earthquake,11.8,1.9,0.066,70,reviewed,us,us
2016-03-12T02:39:21.000Z,51.3984,-174.1185,4.6,3.4,ml,,,,0.28,ak,ak12968348,2016-03-17T00:28:31.516Z,"88km S of Atka, Alaska",earthquake,1,0.4,,,reviewed,ak,ak
2016-03-12T02:16:39.500Z,18.447,-66.166,82,2.9,Md,14,205.2,0.15810349,0.12,pr,pr16072000,2016-03-12T10:19:19.590Z,"1km ESE of Levittown, Puerto Rico",earthquake,1,0.5,0,10,reviewed,pr,pr
2016-03-12T01:55:02.310Z,36.3792,-97.7193,1.37,3.1,mb_lg,,38,0.247,0.42,us,us10004wxf,2016-03-12T18:12:20.143Z,"14km E of Enid, Oklahoma",earthquake,1.3,7.9,0.057,81,reviewed,us,us
2016-03-12T01:13:43.000Z,62.3021,-148.3493,35.8,3,ml,,,,0.5,ak,ak12968276,2016-03-17T00:26:45.033Z,"62km NNE of Sutton-Alpine, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-03-12T01:08:27.000Z,56.0745,-158.8693,4.8,3.3,ml,,,,0.78,ak,ak12968275,2016-03-17T00:29:53.532Z,"21km SSW of Chignik Lake, Alaska",earthquake,0.8,0.6,,,reviewed,ak,ak
2016-03-12T00:24:07.480Z,32.1759,141.8829,24.68,4.6,mb,,130,1.981,0.8,us,us10004wx7,2016-03-12T08:26:38.125Z,"219km ESE of Hachijo-jima, Japan",earthquake,8.3,5.4,0.074,54,reviewed,us,us
2016-03-12T00:18:17.560Z,37.8943333,-122.0753333,8.23,2.83,md,92,47,0.03228,0.15,nc,nc72605590,2016-03-15T12:40:30.182Z,"1km SW of Walnut Creek, California",earthquake,0.16,0.25,0.206,62,reviewed,nc,nc
2016-03-11T23:16:32.540Z,19.3838333,-155.2496667,1.246,2.58,ml,38,71,0.002278,0.09,hv,hv61200796,2016-03-21T03:42:47.040Z,"5km SSW of Volcano, Hawaii",earthquake,0.15,0.14,0.16,17,reviewed,hv,hv
2016-03-11T22:41:32.140Z,15.0686,-94.6137,44.67,4.7,mb,,83,2.673,0.76,us,us10004ww3,2016-03-22T05:44:32.120Z,"128km S of San Francisco del Mar, Mexico",earthquake,7.5,5.9,0.027,424,reviewed,us,us
2016-03-11T21:56:29.480Z,-15.0923,-172.7933,10,5.3,mb,,30,1.533,0.79,us,us10004wvq,2016-03-22T02:11:11.059Z,"139km NE of Hihifo, Tonga",earthquake,6.9,1.7,0.029,411,reviewed,us,us
2016-03-11T20:33:03.830Z,15.4411,-94.3343,53.4,4.5,mb,,166,2.274,0.94,us,us10004wv0,2016-03-12T17:04:31.156Z,"82km SW of Paredon, Mexico",earthquake,9,13.9,0.057,89,reviewed,us,us
2016-03-11T20:00:33.030Z,28.1551,129.6678,48.25,4.4,mb,,76,1.806,0.91,us,us10004wuw,2016-03-12T16:30:37.688Z,"29km SE of Naze, Japan",earthquake,8,2.4,0.097,31,reviewed,us,us
