time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-05T18:38:32.920Z,49.6534,-129.3038,18.76,4.7,mb,,166,4.148,1.21,us,us10004uxx,2016-03-08T19:04:48.380Z,"177km SW of Port Hardy, Canada",earthquake,10.1,5.5,0.054,105,reviewed,us,us
2016-03-05T18:38:01.300Z,49.704,-129.1354,10,4.2,mb,,166,1.137,1.28,us,us10004uxu,2016-03-08T18:27:28.863Z,"165km SW of Port Hardy, Canada",earthquake,8.9,2,0.056,89,reviewed,us,us
2016-03-05T18:34:06.320Z,15.0037,122.4605,47.23,4.6,mb,,65,7.881,1.23,us,us10004uxw,2016-03-08T18:22:33.185Z,"33km NNE of Jomalig, Philippines",earthquake,8.7,7.2,0.069,63,reviewed,us,us
2016-03-05T17:55:49.800Z,19.041,-67.8575,122,3,Md,4,219.6,1.128284,0.1,pr,pr16065001,2016-03-08T17:51:47.040Z,"76km NE of Punta Cana, Dominican Republic",earthquake,4,2.7,0,3,reviewed,pr,pr
2016-03-05T17:40:49.000Z,51.7578,-172.8911,2.6,3.2,ml,,,,0.84,ak,ak12947084,2016-03-11T23:48:24.250Z,"102km ESE of Atka, Alaska",earthquake,35.6,18.3,,,reviewed,ak,ak
2016-03-05T17:31:50.310Z,-20.7348,-69.7599,38.29,4.6,mb,,64,0.377,1.31,us,us10004uxf,2016-03-08T16:37:01.737Z,"69km SE of Iquique, Chile",earthquake,3.1,6.2,0.105,30,reviewed,us,us
2016-03-05T17:28:49.150Z,-20.3078,-173.2976,10,5,mb,,75,6.526,0.87,us,us10004uxd,2016-03-08T17:04:09.570Z,"123km ESE of Pangai, Tonga",earthquake,4.6,1.8,0.055,106,reviewed,us,us
2016-03-05T15:43:07.910Z,15.0807,122.7133,47.11,4.8,mb,,89,7.849,0.71,us,us10004ux5,2016-03-05T16:17:42.078Z,"55km NE of Jomalig, Philippines",earthquake,9.9,7.1,0.063,78,reviewed,us,us
2016-03-05T15:11:56.030Z,-6.6532,102.4708,10,4.9,mb,,95,2.328,0.65,us,us10004ux3,2016-03-05T23:14:24.474Z,"226km SW of Biha, Indonesia",earthquake,8.1,1.9,0.088,41,reviewed,us,us
2016-03-05T14:26:03.000Z,59.6255,-153.4078,116,3.4,ml,,,,0.63,ak,ak12946393,2016-03-11T23:54:24.369Z,"86km E of Old Iliamna, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-03-05T13:37:25.000Z,62.4713,-149.5831,56.3,3.9,ml,,,,0.51,ak,ak12946158,2016-03-11T23:55:29.993Z,"33km ENE of Talkeetna, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-03-05T13:31:11.700Z,-7.6302,128.6148,149.86,4.2,mb,,104,2.682,0.61,us,us10004uwy,2016-03-05T21:33:39.622Z,"300km W of Saumlaki, Indonesia",earthquake,10.7,10,0.14,14,reviewed,us,us
2016-03-05T12:20:39.000Z,19.0778,-67.9531,53,3.1,Md,11,252,0.69170277,0.23,pr,pr16065000,2016-03-18T08:29:10.040Z,"72km NE of Punta Cana, Dominican Republic",earthquake,1.9,4.8,0,7,reviewed,pr,pr
2016-03-05T12:20:27.860Z,-19.0334,-178.5961,559.68,4,mb,,132,3.43,0.69,us,us10004wbp,2016-03-18T08:27:50.956Z,"179km N of Ndoi Island, Fiji",earthquake,13.5,13.8,0.164,10,reviewed,us,us
2016-03-05T11:48:53.630Z,-38.2012,176.6941,39.88,4.2,mb,,129,0.333,0.34,us,us10004wbn,2016-03-18T08:16:06.544Z,"11km S of Kawerau, New Zealand",earthquake,6.8,7.8,0.176,9,reviewed,us,us
2016-03-05T11:20:26.100Z,21.6851,101.3736,15.79,4.5,mb,,60,3.655,0.92,us,us10004uwq,2016-03-18T07:39:11.817Z,"30km NW of Mengla, China",earthquake,6.9,3.7,0.09,36,reviewed,us,us
2016-03-05T10:53:17.000Z,62.3436,-148.0939,39.9,3.1,ml,,,,0.45,ak,ak12945932,2016-03-11T23:54:44.542Z,"72km NNE of Sutton-Alpine, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-03-05T08:15:46.000Z,67.6588,-163.0577,23,3,ml,,,,0.76,ak,ak12968203,2016-03-11T23:55:03.922Z,"10km NNW of Noatak, Alaska",earthquake,3.2,3,,,reviewed,ak,ak
2016-03-05T06:03:14.230Z,18.8251,-69.4868,91.03,4.2,mb,,108,0.106,0.94,us,us10004uwb,2016-03-05T06:19:47.941Z,"5km NNW of El Puerto, Dominican Republic",earthquake,7.6,10.1,0.235,5,reviewed,us,us
2016-03-05T05:10:36.000Z,52.9003,178.3587,44.5,3.1,ml,,,,0.43,ak,ak12968193,2016-03-11T23:49:06.846Z,"102km NNE of Kiska Volcano, Alaska",earthquake,41.4,437.5,,,reviewed,ak,ak
2016-03-05T05:03:08.163Z,41.8648,-119.6365,10.6,2.5,ml,6,76.19,0.148,0.1513,nn,nn00534211,2016-03-06T02:35:55.662Z,"68km ESE of Lakeview, Oregon",earthquake,4.87,3.8,0.29,5,reviewed,nn,nn
2016-03-05T05:02:13.760Z,36.5835,-97.7687,5,2.5,mb_lg,,40,0.189,0.39,us,us10004uw6,2016-03-05T05:22:32.903Z,"23km NNE of Enid, Oklahoma",earthquake,1.4,2,0.147,12,reviewed,us,us
2016-03-05T04:12:04.000Z,67.6589,-162.2792,8,2.9,ml,,,,0.93,ak,ak12968189,2016-03-11T23:49:26.569Z,"30km ENE of Noatak, Alaska",earthquake,2.9,1.4,,,reviewed,ak,ak
2016-03-05T04:07:22.000Z,67.6368,-162.8018,11.2,4.2,ml,,,,0.77,ak,ak12945089,2016-03-11T23:52:57.021Z,"12km NE of Noatak, Alaska",earthquake,1.4,0.6,,,reviewed,ak,ak
2016-03-05T03:44:16.000Z,51.7226,-175.18,40.5,2.5,ml,,,,0.37,ak,ak12945088,2016-03-11T23:47:37.889Z,"85km SW of Atka, Alaska",earthquake,2.2,1.4,,,reviewed,ak,ak
2016-03-05T02:41:24.500Z,-4.473,94.4073,14.3,4.8,mb,,148,6.553,0.6,us,us10004uvv,2016-03-05T10:43:55.296Z,"Southwest of Sumatra, Indonesia",earthquake,9.6,5,0.091,37,reviewed,us,us
2016-03-05T01:46:45.000Z,59.7683,-152.5808,82.6,3.5,ml,,,,0.69,ak,ak12944877,2016-03-11T23:47:17.290Z,"42km W of Anchor Point, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-03-05T00:51:05.640Z,-4.6495,94.5165,10,4.5,mb,,78,6.656,0.79,us,us10004wb6,2016-03-20T05:52:26.876Z,"Southwest of Sumatra, Indonesia",earthquake,7.2,1.6,0.095,32,reviewed,us,us
2016-03-05T00:46:36.380Z,52.551,-169.562,64.5,2.5,ml,,,,0.95,us,us10004wwz,2016-03-18T22:44:47.265Z,"63km SW of Nikolski, Alaska",earthquake,7.4,7.1,,8,reviewed,ak,ak
2016-03-05T00:40:52.410Z,-20.2482,-178.4053,594.91,4.1,mb,,80,4.174,0.61,us,us10004wb5,2016-03-20T03:58:36.403Z,"54km NE of Ndoi Island, Fiji",earthquake,14.4,6.3,0.135,15,reviewed,us,us
2016-03-05T00:39:43.130Z,32.4741,137.6361,406.35,4,mb,,113,1.942,0.45,us,us10004wb3,2016-03-20T03:25:34.992Z,"208km SE of Shingu, Japan",earthquake,10.3,7.1,0.098,28,reviewed,us,us
2016-03-05T00:33:21.950Z,41.6541,144.2292,14.07,5.1,mb,,73,0.878,0.62,us,us10004uv6,2016-03-18T02:38:06.343Z,"147km S of Kushiro, Japan",earthquake,6.1,3.7,0.027,456,reviewed,us,us
2016-03-05T00:19:00.260Z,-3.1587,123.3544,32.75,4.3,mb,,69,2.181,0.75,us,us10004wb4,2016-03-20T03:39:20.474Z,"128km NE of Kendari, Indonesia",earthquake,4.7,5,0.114,22,reviewed,us,us
2016-03-04T23:50:15.500Z,-38.7657,-71.6642,106.56,4.1,mb,,60,0.211,0.99,us,us10004uuw,2016-03-18T05:31:17.734Z,"51km ESE of Vilcun, Chile",earthquake,5.7,4.6,0.13,16,reviewed,us,us
2016-03-04T22:55:48.520Z,35.5288,70.2435,89.48,4,mb,,91,1.393,0.97,us,us10004uub,2016-03-18T05:36:57.054Z,"62km WNW of Parun, Afghanistan",earthquake,5.8,8.7,0.122,18,reviewed,us,us
2016-03-04T21:24:04.140Z,-3.314,123.1936,10,4.1,mb,,124,2.296,0.78,us,us10004w3z,2016-03-20T00:28:42.923Z,"104km NE of Kendari, Indonesia",earthquake,8.7,1.9,0.15,12,reviewed,us,us
2016-03-04T20:48:34.330Z,-21.3444,-69.8403,60.69,3.8,mb,,99,0.057,1.59,us,us10004uti,2016-03-05T18:16:58.333Z,"90km NNE of Tocopilla, Chile",earthquake,3.9,3.8,0.509,1,reviewed,us,us
2016-03-04T20:38:24.000Z,53.4113,-167.6875,10.7,2.8,ml,,,,0.77,ak,ak12944416,2016-03-11T12:43:27.998Z,"91km WSW of Unalaska, Alaska",earthquake,1,0.5,,,reviewed,ak,ak
2016-03-04T20:20:54.130Z,-4.1862,94.415,9,5.1,mb,,39,6.302,0.82,us,us10004uta,2016-03-06T18:04:09.040Z,"Southwest of Sumatra, Indonesia",earthquake,8.5,3.1,0.051,127,reviewed,us,us
2016-03-04T18:58:31.650Z,-20.6628,-71.0569,27.18,4.5,mwr,,134,0.86,1.35,us,us10004usk,2016-03-05T17:20:13.159Z,"107km WSW of Iquique, Chile",earthquake,4.9,4.8,0.05,38,reviewed,us,us
2016-03-04T18:54:26.640Z,-48.9962,106.3216,10,4.8,mb,,80,31.471,0.73,us,us10004usm,2016-03-05T17:04:22.266Z,"Southeast Indian Ridge",earthquake,8.5,1.8,0.115,25,reviewed,us,us
2016-03-04T17:04:12.210Z,42.2084,139.5745,198.08,4,mb,,66,1.521,0.73,us,us10004uqj,2016-03-05T16:39:11.624Z,"98km WNW of Nanae, Japan",earthquake,4.8,8.8,0.088,35,reviewed,us,us
2016-03-04T16:44:01.780Z,-32.6918,-178.3106,35,4.8,mb,,91,3.451,0.61,us,us10004uqd,2016-03-05T00:46:27.609Z,"150km SSE of L'Esperance Rock, New Zealand",earthquake,6.7,2,0.131,18,reviewed,us,us
2016-03-04T16:41:01.000Z,57.2106,-156.9614,97,2.9,ml,,,,0.43,ak,ak12967812,2016-03-11T12:45:04.466Z,"153km NE of Chignik Lake, Alaska",earthquake,1.1,1,,,reviewed,ak,ak
2016-03-04T16:35:37.000Z,63.1241,-151.4756,11.2,2.9,ml,,,,0.71,ak,ak12944064,2016-03-11T12:46:24.399Z,"113km NW of Talkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-03-04T14:31:36.530Z,16.8051,146.2835,87.05,4.3,mb,,124,1.626,1.11,us,us10004w3k,2016-03-18T06:54:13.288Z,"82km NE of Anatahan, Northern Mariana Islands",earthquake,13.5,9,0.188,8,reviewed,us,us
2016-03-04T14:15:29.150Z,42.456,142.831,109.66,4.2,mb,,112,0.502,0.69,us,us10004und,2016-03-04T22:18:13.091Z,"40km ENE of Shizunai, Japan",earthquake,5.4,6.7,0.124,18,reviewed,us,us
2016-03-04T14:03:59.470Z,-27.601,-177.2896,51,4.4,mb,,148,1.732,0.77,us,us10004w3j,2016-03-18T06:46:13.593Z,"194km NNE of Raoul Island, New Zealand",earthquake,12.3,5.4,0.162,11,reviewed,us,us
2016-03-04T12:55:53.200Z,18.6951,-65.011,22,2.7,Md,6,241.2,0.34585138,0.1,pr,pr16064001,2016-03-04T20:58:25.639Z,"40km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.3,6.3,0,6,reviewed,pr,pr
2016-03-04T08:23:38.600Z,36.4342,-98.7791,4.6,2.5,ml,,118,0.027,0.12,us,us10004unz,2016-03-04T16:26:11.677Z,"32km NW of Fairview, Oklahoma",earthquake,1.2,2.2,0.076,23,reviewed,us,us
2016-03-04T08:09:54.050Z,-4.9069,94.5925,13.3,4.8,mb,,78,6.851,0.73,us,us10004umf,2016-03-04T16:12:27.237Z,"Southwest of Sumatra, Indonesia",earthquake,8.8,4.8,0.124,20,reviewed,us,us
2016-03-04T07:10:29.190Z,35.9381,-96.75,4.14,2.5,mb_lg,,96,0.024,0.4,us,us10004um1,2016-03-04T15:13:02.299Z,"5km SSE of Cushing, Oklahoma",earthquake,1.6,2.7,0.124,17,reviewed,us,us
2016-03-04T04:25:15.130Z,-21.0199,-178.9302,612.36,5.3,mb,,31,4.327,0.63,us,us10004ulj,2016-03-04T12:27:42.335Z,"47km SSW of Ndoi Island, Fiji",earthquake,10,7.6,0.028,413,reviewed,us,us
2016-03-04T04:23:55.120Z,37.5186667,-118.7855,6.82,2.58,md,41,53,0.05708,0.05,nc,nc72601790,2016-03-05T02:35:23.055Z,"21km SE of Mammoth Lakes, California",earthquake,0.23,0.62,0.233,40,reviewed,nc,nc
2016-03-04T04:17:20.000Z,53.0699,-162.6607,23.3,2.7,ml,,,,0.56,ak,ak12967761,2016-03-11T12:44:16.667Z,"204km SSE of False Pass, Alaska",earthquake,4.7,6,,,reviewed,ak,ak
2016-03-04T03:59:41.810Z,3.9866,126.746,42.81,4.8,mb,,96,3.253,1.57,us,us10004uld,2016-03-04T12:02:15.243Z,"211km SE of Sarangani, Philippines",earthquake,8.1,7.6,0.078,50,reviewed,us,us
2016-03-04T03:03:56.000Z,52.8551,-162.2891,11,3.1,ml,,,,0.53,ak,ak12967753,2016-03-11T12:43:56.591Z,"234km SSE of False Pass, Alaska",earthquake,2.7,3.2,,,reviewed,ak,ak
2016-03-04T00:51:47.630Z,85.0944,11.4648,10,4.1,mb,,108,6.219,0.87,us,us10004w30,2016-03-19T23:51:45.754Z,"North of Svalbard",earthquake,12,2,0.15,12,reviewed,us,us
2016-03-04T00:43:35.700Z,4.9182,118.4359,34.96,4.1,mb,,146,0.265,0.94,us,us10004w33,2016-03-20T00:09:26.541Z,"17km SE of Lahad Datu, Malaysia",earthquake,11.6,6,0.262,4,reviewed,us,us
2016-03-04T00:26:31.000Z,18.9822,-66.7338,38,2.9,Md,12,259.2,0.53809086,0.3,pr,pr16064000,2016-03-18T02:20:00.200Z,"55km N of Hatillo, Puerto Rico",earthquake,1.3,4.2,0,7,reviewed,pr,pr
2016-03-03T23:35:50.000Z,52.7486,-168.8114,41.5,2.5,ml,,,,0.53,us,us10004vy0,2016-03-14T23:26:04.921Z,"21km S of Nikolski, Alaska",earthquake,6.2,6.9,,14,reviewed,ak,ak
2016-03-03T23:34:36.100Z,-31.8697,179.6346,441.26,4.3,mb,,126,3.355,1.12,us,us10004w0w,2016-03-15T05:06:37.534Z,"147km WSW of L'Esperance Rock, New Zealand",earthquake,14.6,12,0.16,11,reviewed,us,us
2016-03-03T23:06:16.470Z,-31.6626,179.7551,417.39,4.1,mb,,140,3.131,1.37,us,us10004w0y,2016-03-13T06:30:27.210Z,"130km WSW of L'Esperance Rock, New Zealand",earthquake,10.8,12.7,0.174,9,reviewed,us,us
2016-03-03T22:57:58.390Z,-3.1724,148.812,10,4.9,mb,,42,1.828,0.81,us,us10004uji,2016-03-11T02:05:37.157Z,"213km SE of Lorengau, Papua New Guinea",earthquake,6.5,1.8,0.05,124,reviewed,us,us
2016-03-03T22:54:47.220Z,-2.3331,151.1829,35,4.3,mb,,94,3.824,0.44,us,us10004w0v,2016-03-15T04:56:34.872Z,"50km ENE of Kavieng, Papua New Guinea",earthquake,14,2,0.129,17,reviewed,us,us
2016-03-03T22:23:13.460Z,-3.1154,148.6708,10,4.8,mb,,49,1.683,1.09,us,us10004ujd,2016-03-11T01:54:29.238Z,"197km SE of Lorengau, Papua New Guinea",earthquake,7,1.9,0.075,55,reviewed,us,us
2016-03-03T22:18:05.200Z,-3.1485,148.8522,10,4.8,mb,,79,1.846,0.91,us,us10004uj8,2016-03-11T01:45:44.577Z,"215km SE of Lorengau, Papua New Guinea",earthquake,3.5,1.8,0.065,74,reviewed,us,us
2016-03-03T22:14:57.380Z,10.8872,-62.3014,98.24,4.1,mb,,91,1.39,1.16,us,us10004w0u,2016-03-15T04:30:08.973Z,"34km N of Gueiria, Venezuela",earthquake,4,9.9,0.371,2,reviewed,us,us
2016-03-03T21:58:00.320Z,-3.0984,148.8382,10,5.1,mb,,39,1.805,0.95,us,us10004uj0,2016-03-11T01:34:50.761Z,"210km SE of Lorengau, Papua New Guinea",earthquake,3.8,1.8,0.051,124,reviewed,us,us
2016-03-03T21:51:27.310Z,52.959,-162.3228,10.4,3.1,ml,,234,1.951,0.42,us,us10004vy7,2016-03-14T21:48:24.811Z,"222km SSE of False Pass, Alaska",earthquake,9.8,10.4,0.128,8,reviewed,us,us
2016-03-03T21:49:35.400Z,36.6381,-98.1437,6.049,3.1,ml,,63,,0.66,us,us10004uih,2016-03-08T06:23:04.862Z,"15km NE of Helena, Oklahoma",earthquake,1.2,5.8,,,reviewed,tul,tul
2016-03-03T21:47:50.460Z,-3.3311,148.826,10,5.2,mb,,18,1.939,0.95,us,us10004uik,2016-03-11T01:20:54.843Z,"225km SE of Lorengau, Papua New Guinea",earthquake,6,1.8,0.038,231,reviewed,us,us
2016-03-03T21:31:19.360Z,14.1243,-92.5099,58.81,4.4,mb,,168,0.884,0.53,us,us10004uie,2016-03-14T22:26:33.359Z,"54km SW of Ocos, Guatemala",earthquake,4.2,10.3,0.097,31,reviewed,us,us
2016-03-03T21:18:47.760Z,-33.0062,-178.4751,11.98,4.2,mb,,201,3.778,0.18,us,us10004w0s,2016-03-15T04:13:17.956Z,"178km SSE of L'Esperance Rock, New Zealand",earthquake,10.1,6.1,0.176,9,reviewed,us,us
2016-03-03T21:07:56.740Z,16.7846,145.9351,10,4.6,mb,,68,1.541,0.79,us,us10004w0r,2016-03-15T03:10:53.908Z,"55km NNE of Anatahan, Northern Mariana Islands",earthquake,9.2,1.8,0.06,83,reviewed,us,us
2016-03-03T20:26:52.660Z,25.4813,124.8057,101.03,4.8,mb,,79,1.916,0.7,us,us10004uhl,2016-03-04T04:29:21.295Z,"89km NNW of Hirara, Japan",earthquake,7.8,6.2,0.044,160,reviewed,us,us
2016-03-03T20:21:08.000Z,-20.303,-68.952,100.7,4.3,mb,,,,1.05,us,us10004uhi,2016-03-04T04:23:40.503Z,"124km E of Iquique, Chile",earthquake,7.1,6.3,0.238,5,reviewed,guc,us
2016-03-03T19:28:31.890Z,-56.4912,-26.9683,95.43,5.2,mb,,46,5.859,0.83,us,us10004ugf,2016-03-04T03:31:13.066Z,"27km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.5,4.6,0.051,125,reviewed,us,us
2016-03-03T18:51:01.240Z,-19.147,-69.2666,111.18,4.7,mb,,82,0.523,0.72,us,us10004ug4,2016-03-04T02:53:42.282Z,"109km SSE of Putre, Chile",earthquake,4.7,4.7,0.106,27,reviewed,us,us
2016-03-03T18:22:37.610Z,34.0021667,-117.2005,15.98,2.63,ml,113,17,0.0593,0.16,ci,ci37314047,2016-03-04T07:22:35.116Z,"6km SSW of Redlands, California",earthquake,0.11,0.24,0.131,166,reviewed,ci,ci
2016-03-03T18:09:17.260Z,36.218,-97.3026,5,2.7,mb_lg,,45,0.329,0.63,us,us10004ueq,2016-03-03T20:09:14.504Z,"8km S of Perry, Oklahoma",earthquake,0.9,2,0.083,38,reviewed,us,us
2016-03-03T17:26:56.860Z,-4.6574,94.5221,15.95,4.4,mb,,200,6.661,0.55,us,us10004uei,2016-03-04T01:29:27.688Z,"Southwest of Sumatra, Indonesia",earthquake,16,5.9,0.114,22,reviewed,us,us
2016-03-03T17:09:17.130Z,36.4395,-98.7834,5.63,2.6,mb_lg,,121,0.031,0.19,us,us10004ueb,2016-03-04T01:11:58.315Z,"33km NW of Fairview, Oklahoma",earthquake,1.2,2.3,0.193,7,reviewed,us,us
2016-03-03T16:35:32.070Z,36.4675,-98.7995,9.99,2.6,mb_lg,,44,0.047,0.73,us,us10004ue4,2016-03-04T17:06:16.489Z,"36km NW of Fairview, Oklahoma",earthquake,2.8,2.8,0.142,13,reviewed,us,us
2016-03-03T16:23:07.490Z,4,126.0404,101.35,5,mb,,22,3.083,1.12,us,us10004ue3,2016-03-04T17:03:23.623Z,"167km SSE of Sarangani, Philippines",earthquake,6.4,5.5,0.041,189,reviewed,us,us
2016-03-03T15:56:27.750Z,-22.1961,-179.3533,579.98,4.8,mb,,32,5.055,0.78,us,us10004udy,2016-03-04T16:25:26.389Z,"184km SSW of Ndoi Island, Fiji",earthquake,9.6,6.3,0.05,123,reviewed,us,us
2016-03-03T15:42:40.000Z,54.2265,-162.0781,11.7,2.5,ml,10,244.799980416002,,0.46,ak,ak12957679,2016-03-08T01:56:38.858Z,"110km SE of False Pass, Alaska",earthquake,1.6,1.4,,,reviewed,ak,ak
2016-03-03T15:30:57.910Z,-7.3251,129.5739,145.45,4.3,mb,,114,1.83,0.92,us,us10004udv,2016-03-04T15:33:05.071Z,"204km WNW of Saumlaki, Indonesia",earthquake,9.3,9,0.1,29,reviewed,us,us
2016-03-03T14:45:18.300Z,18.6991,-66.1962,58,2.9,Md,8,234,0.38537726,0.34,pr,pr16063003,2016-03-03T22:47:48.282Z,"27km NNW of San Juan, Puerto Rico",earthquake,1.7,2.6,0,7,reviewed,pr,pr
2016-03-03T13:29:25.800Z,17.8603,-66.0682,12,2.5,Md,6,262.8,0.11049278,0.12,pr,pr16063002,2016-03-03T21:32:12.547Z,"11km S of Arroyo, Puerto Rico",earthquake,1.1,0.4,0,2,reviewed,pr,pr
2016-03-03T13:10:28.110Z,34.8238333,-116.4073333,4.52,2.63,ml,31,66,0.05977,0.13,ci,ci37313927,2016-03-03T13:59:01.473Z,"25km WNW of Ludlow, California",earthquake,0.15,0.49,0.15,136,reviewed,ci,ci
2016-03-03T12:52:59.440Z,-4.8365,94.5895,10,4.7,mb,,99,6.789,0.5,us,us10004ucl,2016-03-03T20:55:32.994Z,"Southwest of Sumatra, Indonesia",earthquake,4.5,1.9,0.118,22,reviewed,us,us
2016-03-03T11:36:27.760Z,35.5933,-3.5422,10,5,mb,,89,2.327,1.5,us,us10004ubk,2016-03-03T13:09:04.089Z,"49km N of Boudinar, Morocco",earthquake,8.2,1.8,0.041,190,reviewed,us,us
2016-03-03T10:51:03.000Z,59.8234,-153.0824,99.8,2.5,ml,,,,0.6,ak,ak12940868,2016-03-08T01:54:51.425Z,"70km W of Anchor Point, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-03-03T10:09:41.420Z,-16.0928,-74.012,46.59,4.9,mb,,106,4.175,1.4,us,us10004uaq,2016-03-03T18:12:15.209Z,"97km SE of Acari, Peru",earthquake,8.2,5.9,0.053,150,reviewed,us,us
2016-03-03T09:59:42.400Z,19.6623,-63.5685,95,3.4,Md,4,345.6,1.84693622,0.17,pr,pr16063001,2016-03-03T18:02:10.736Z,"168km NNW of The Valley, Anguilla",earthquake,7,10.4,0,4,reviewed,pr,pr
2016-03-03T09:09:24.000Z,51.7156,-175.3673,50.1,3.2,ml,,,,0.53,ak,ak12940676,2016-03-08T01:53:07.441Z,"90km E of Adak, Alaska",earthquake,2.8,1.5,,,reviewed,ak,ak
2016-03-03T08:36:32.630Z,-9.7531,125.3623,29.66,5.6,mb,,77,1.733,0.64,us,us10004ua7,2016-03-19T11:11:27.935Z,"83km ESE of Leof, Indonesia",earthquake,5.8,5.4,0.079,56,reviewed,us,us
2016-03-03T08:34:55.770Z,-9.4107,125.191,20,5.4,mww,,25,1.7,1.07,us,us10004u9z,2016-03-19T11:07:53.465Z,"47km SE of Atambua, Indonesia",earthquake,5.9,1.8,,,reviewed,us,us
2016-03-03T08:23:55.080Z,33.0396667,-117.7633333,-0.08,2.56,ml,37,173,0.3597,0.33,ci,ci37313831,2016-03-04T00:54:12.526Z,"41km WSW of Carlsbad, California",earthquake,0.55,1.44,0.116,117,reviewed,ci,ci
2016-03-03T07:48:24.380Z,55.4689,-151.7424,6.07,3.1,ml,,278,1.753,0.83,us,us10004vxx,2016-03-19T10:42:34.519Z,"247km E of Chirikof Island, Alaska",earthquake,7.4,9.8,0.085,18,reviewed,us,us
2016-03-03T07:11:16.090Z,31.7483,131.4272,55.49,5.3,mb,,54,0.864,0.93,us,us10004u9q,2016-03-19T10:49:58.527Z,"17km NNE of Nichinan, Japan",earthquake,2.2,5.2,0.055,113,reviewed,us,us
2016-03-03T07:06:12.700Z,18.1947,-67.8872,123,3.7,Md,23,187.2,0.43119134,0.46,pr,pr16063000,2016-03-19T10:39:54.867Z,"69km WSW of Rincon, Puerto Rico",earthquake,3,1.6,0,21,reviewed,pr,pr
2016-03-03T06:31:51.970Z,-14.671,-73.7273,65.09,4.5,mb,,135,4.038,0.77,us,us10004u9f,2016-03-03T14:34:32.787Z,"24km NE of Tambo, Peru",earthquake,6.5,8.6,0.091,35,reviewed,us,us
2016-03-03T06:03:07.800Z,-4.5726,94.323,10,4.7,mb,,66,6.68,0.61,us,us10004u9a,2016-03-03T14:05:42.681Z,"Southwest of Sumatra, Indonesia",earthquake,5.2,1.9,0.11,25,reviewed,us,us
2016-03-03T05:42:35.490Z,36.4551,-98.729,5,3.5,mb_lg,,84,0.025,0.52,us,us10004u99,2016-03-03T12:51:09.345Z,"30km NW of Fairview, Oklahoma",earthquake,1.5,1.7,0.052,97,reviewed,us,us
2016-03-03T05:27:56.000Z,52.2757,-179.6296,181.6,3.1,ml,,,,0.35,ak,ak12940472,2016-03-08T01:54:10.195Z,"63km NE of Semisopochnoi Island, Alaska",earthquake,8.3,2.3,,,reviewed,ak,ak
2016-03-03T05:16:14.880Z,36.6638,-97.7348,5.77,2.5,mb_lg,,45,0.209,0.54,us,us10004u98,2016-03-03T13:18:55.181Z,"15km S of Medford, Oklahoma",earthquake,1.3,7,0.106,23,reviewed,us,us
2016-03-03T03:21:53.000Z,54.3432,-161.0174,4.8,2.7,ml,11,205.199983584001,,0.42,ak,ak12957600,2016-03-08T01:55:57.933Z,"106km WSW of Chernabura Island, Alaska",earthquake,0.9,1.2,,,reviewed,ak,ak
2016-03-03T03:06:46.000Z,57.5305,-156.9948,138.2,2.8,ml,,,,0.7,ak,ak12940384,2016-03-08T01:54:30.121Z,"130km S of King Salmon, Alaska",earthquake,0.7,0.5,,,reviewed,ak,ak
2016-03-03T02:57:19.443Z,41.8535,-119.6246,12.9,3.5,ml,7,75.65,0.162,0.2096,nn,nn00534010,2016-03-04T15:19:50.913Z,"70km ESE of Lakeview, Oregon",earthquake,5.32,3.6,0.45,5,reviewed,nn,nn
2016-03-03T00:35:01.000Z,53.3852,-165.8899,35.5,2.6,ml,,,,0.26,ak,ak12940229,2016-03-08T01:53:28.310Z,"69km SE of Unalaska, Alaska",earthquake,1,2,,,reviewed,ak,ak
2016-03-03T00:29:17.650Z,36.4411,-98.78,5.7,2.7,mb_lg,,110,0.028,0.19,us,us10004u8j,2016-03-03T01:30:59.960Z,"33km NW of Fairview, Oklahoma",earthquake,1.8,1.1,0.109,22,reviewed,us,us
2016-03-03T00:10:50.000Z,-4.829,94.4102,10,5.5,mb,,26,6.863,0.97,us,us10004u8f,2016-03-03T18:24:50.000Z,"Southwest of Sumatra, Indonesia",earthquake,7.7,1.7,0.048,149,reviewed,us,us
2016-03-03T00:08:46.850Z,34.6958333,-116.2451667,2.68,2.83,ml,29,60,0.07835,0.18,ci,ci37313719,2016-03-03T15:30:46.871Z,"8km WSW of Ludlow, California",earthquake,0.21,0.59,0.142,94,reviewed,ci,ci
2016-03-03T00:03:48.450Z,-26.5692,178.5647,607.32,4.5,mb,,122,8.794,0.91,us,us10004u8c,2016-03-18T22:26:15.239Z,"South of the Fiji Islands",earthquake,15,13.4,0.112,23,reviewed,us,us
